iucn_sid,am_sid,sciname,area_am,area_iucn_shallow,area_overlap_shallow,sm_perc_shallow,sm_range_shallow,area_ratio_shallow,area_iucn_raw,area_overlap_raw,sm_perc_raw,sm_range_raw,area_ratio_raw
133236,URM-Cn-5907,Galaxea paucisepta,2302536.2,5815995.9,2040646.3928505515,88.626,AM,39.59,10653420.4,2138733.7727985675,92.886,AM,21.613
133237,SLB-62474,Montastraea cavernosa,6839159.7,3548164,3284122.77336886,92.558,IUCN,51.88,5660885,4363404.769589661,77.08,IUCN,82.772
133238,URM-Cn-4909,Montipora hispida,13000469.4,13149855.2,10189250.698248537,78.376,AM,98.864,24106002.5,10445002.304170476,80.343,AM,53.93
133239,URM-Cn-4792,Acropora nasuta,12720633.4,14529843.2,10450703.71118657,82.156,AM,87.548,27456911.1,10685273.683502696,84,AM,46.329
133240,URM-Cn-4982,Pavona clavus,14958757.8,14635475.3,12016052.400167348,82.102,IUCN,97.839,27628662.3,12323468.689572012,82.383,AM,54.142
133242,URM-Cn-4989,Pavona frondifera,13487624.3,10583238.6,7731076.610286578,73.05,IUCN,78.466,20792047.9,7927246.827250274,58.774,AM,64.869
133244,URM-Cn-5563,Favites flexuosa,5169894.3,14746027.8,4709368.930019131,91.092,AM,35.06,27164834.8,4902159.7972130235,94.821,AM,19.032
133246,URM-Cn-5846,Acanthastrea echinata,14758379.5,14844139.3,12099686.932817195,81.985,AM,99.422,27477535.7,12376350.944166748,83.86,AM,53.711
133248,URM-Cn-4816,Acropora robusta,12001813.4,13714029.1,9754259.620626552,81.273,AM,87.515,26229850.5,9986195.766464856,83.206,AM,45.756
133250,URM-Cn-4738,Acropora digitifera,12217911,13901010.5,9873627.710188312,80.813,AM,87.892,26603682.4,10102550.652047295,82.686,AM,45.926
133251,URM-Cn-5996,Stylophora wellsi,1438893.3,962227.8,723845.4605090523,75.226,IUCN,66.873,1573544.8,735458.9847168208,51.113,AM,91.443
133252,URM-Cn-4846,Acropora tortuosa,3014985.2,5225654.7,2318008.3137133666,76.883,AM,57.696,11451033.8,2415005.630654904,80.1,AM,26.329
133253,URM-Cn-5860,Blastomussa wellsi,12462962.5,10828076.7,8589748.097845031,79.328,IUCN,86.882,18143755.5,8803667.900221072,70.639,AM,68.69
133255,URM-Cn-4953,Agaricia humilis,1848017.4,2047082.7,1707758.1112258683,92.41,AM,90.276,3332980.2,1733842.108026711,93.822,AM,55.446
133256,URM-Cn-5481,Euphyllia glabrescens,13249830.4,13813097.2,11271051.44958779,85.066,AM,95.922,24378384.2,11514698.615182597,86.904,AM,54.351
133258,URM-Cn-5495,Plerogyra sinuosa,8887308.7,13589321.2,7437340.112485054,83.685,AM,65.399,25784256.3,7716562.749819871,86.827,AM,34.468
133260,URM-Cn-6149,Trachyphyllia geoffroyi,18838082.7,12484397.7,11831981.666461395,94.774,IUCN,66.272,19431093.6,13073906.43033645,69.401,AM,96.948
133261,URM-Cn-4983,Pavona danai,6538641.1,5933195.5,4175521.060781885,70.376,IUCN,90.74,8600641,4244370.046387222,64.912,AM,76.025
133267,URM-Cn-4868,Astreopora listeri,11063606,11051082.2,8326535.502580783,75.346,IUCN,99.887,21979102.4,8549366.740054892,77.275,AM,50.337
133268,URM-Cn-5875,Micromussa diminuta,4396965.4,4819696.7,3292140.173293711,74.873,AM,91.229,7189635.5,3331957.6139674787,75.779,AM,61.157
133269,URM-Cn-5782,Heliofungia actiniformis,7694004.6,8104306.1,4736686.231980631,61.563,AM,94.937,12661771,5209251.293460541,67.705,AM,60.766
133271,URM-Cn-4824,Acropora sarmentosa,9185327.1,10642470.6,7606167.0896485,82.808,AM,86.308,19788039.9,7808444.621077097,85.01,AM,46.419
133272,URM-Cn-5954,Pectinia paeonia,6425246.6,11437230.8,5679334.038743408,88.391,AM,56.178,19851005,5875427.106815491,91.443,AM,32.367
133277,URM-Cn-6040,Porites australiensis,4707547.5,12494438,3592266.9142766627,76.309,AM,37.677,23547412.2,3811727.2838211646,80.971,AM,19.992
133281,URM-Cn-5963,Madracis formosa,1907664.3,2114485.7,1736079.3617592084,91.005,AM,90.219,3489689.9,1759425.693878697,92.229,AM,54.666
133283,URM-Cn-4718,Acropora batunai,4996026.4,5278412.9,3847655.2286152807,77.014,AM,94.65,8403044.1,3930404.8476695796,78.671,AM,59.455
133284,URM-Cn-5620,Plesiastrea versipora,14814190.3,16029554.2,12050657.4478581,81.345,AM,92.418,29257005.8,12329750.698233519,83.229,AM,50.635
133289,SLB-117478,Euphyllia paraancora,5521310,6105791.6,3903142.536100911,70.692,AM,90.427,10660728.6,4031611.622856294,73.019,AM,51.791
133290,URM-Cn-5560,Favites abdita,6200353,15294635.5,5642469.465332292,91.002,AM,40.539,27536013.5,5820536.961786027,93.874,AM,22.517
133291,URM-Cn-4835,Acropora striata,7946522.1,5369524.7,3388636.5275046327,63.109,IUCN,67.571,9899054.6,3436510.945586388,43.245,AM,80.276
133292,URM-Cn-4871,Astreopora myriophthalma,12575550.9,14429878.5,10452977.77444639,83.121,AM,87.149,27772579.9,10702190.048898574,85.103,AM,45.28
133298,URM-Cn-4942,Montipora turgescens,14284557.1,14304871.7,11795921.858227307,82.578,AM,99.858,26780266.5,12090277.954356588,84.639,AM,53.34
133302,URM-Cn-4865,Astreopora gracilis,11436157.5,11093325,7935098.240539211,71.53,IUCN,97.002,19320183.7,8127998.985383928,71.073,AM,59.193
133304,URM-Cn-5870,Lobophyllia hataii,12936495.3,12678735.4,9998738.126970064,78.862,IUCN,98.007,21708919,10218644.655310417,78.991,AM,59.591
133305,URM-Cn-4946,Montipora verrilli,178720.6,570109,145161.39746092446,81.223,AM,31.348,2526518.5,159206.09676722105,89.081,AM,7.074
133307,URM-Cn-5553,Favia rotundata,9417050.4,11655342.7,7334490.15021554,77.885,AM,80.796,19725502.5,7551670.488567542,80.191,AM,47.74
133308,SLB-190516,Fungia scruposa,6748791.9,11270160.6,5533680.885740145,81.995,AM,59.882,22535127.6,5762559.785005962,85.387,AM,29.948
133309,URM-Cn-5981,Pocillopora inflata,623494,283513.7,210259.073671369,74.162,IUCN,45.472,616363.5,210259.073671369,34.113,IUCN,98.856
133311,URM-Cn-4757,Acropora halmaherae,4555577,907137.9,708182.6646760273,78.068,IUCN,19.913,1885379.8,732708.943314253,38.863,IUCN,41.386
133313,URM-Cn-4733,Acropora cytherea,12791540.1,13832004.6,10250625.388412682,80.136,AM,92.478,26241597.4,10499799.206822494,82.084,AM,48.745
133315,URM-Cn-4788,Acropora monticulosa,11087822.2,12718422.4,8623100.870233824,77.771,AM,87.179,23676537.5,8819614.788417717,79.543,AM,46.83
133319,URM-Cn-4760,Acropora horrida,12662130.7,14145107,10297030.47032987,81.321,AM,89.516,26578258.1,10540702.242946682,83.246,AM,47.641
133320,URM-Cn-4830,Acropora solitaryensis,9270942.8,10095657.2,7521482.499204004,81.13,AM,91.831,17413211.5,7699798.415432022,83.053,AM,53.241
133324,URM-Cn-4752,Acropora gemmifera,12399598.9,13461248.3,9520816.523527151,76.783,AM,92.113,23368163.9,9743329.465546062,78.578,AM,53.062
133325,URM-Cn-5510,Cyphastrea chalcidicum,8394775.6,14011701.9,7429624.519960131,88.503,AM,59.913,26397610.4,7634616.121194641,90.945,AM,31.801
133327,URM-Cn-4779,Acropora lovelli,5218773.9,5862100.3,2952848.4039450474,56.581,AM,89.026,11651008.1,3074148.2840803913,58.906,AM,44.792
133329,URM-Cn-6079,Porites stephensoni,10967233.1,11468074.6,6321945.641469475,57.644,AM,95.633,19267728,6500122.099877578,59.269,AM,56.92
133333,URM-Cn-5605,Oulophyllia bennettae,6087730.6,11608516.8,5304572.550965425,87.135,AM,52.442,19838031.4,5494862.422119034,90.261,AM,30.687
133334,URM-Cn-4719,Acropora branchi,680918.8,491834.8,298868.8291163493,60.766,IUCN,72.231,869299.2,298868.8291163493,43.892,AM,78.33
133337,URM-Cn-5826,Merulina ampliata,12947529.8,13658584,10459324.548730217,80.782,AM,94.794,25770604.2,10724445.45411329,82.83,AM,50.241
133340,URM-Cn-5897,Symphyllia wilsoni,627907,1100513.9,600981.9879488595,95.712,AM,57.056,1284564.2,600981.9879488595,95.712,AM,48.881
133343,URM-Cn-5569,Favites russelli,4556658.7,13573765.3,4045872.5945976083,88.79,AM,33.57,25682470.6,4220370.404370579,92.62,AM,17.742
133344,URM-Cn-5790,Podabacia sinai,286202.2,488745.8,268997.0149785528,93.988,AM,58.558,625245,277670.82151549775,97.019,AM,45.774
133345,URM-Cn-4941,Montipora tuberculosa,14858719.5,14799793.5,12390886.21067474,83.723,IUCN,99.603,28813953.5,12702898.19175196,85.491,AM,51.568
133348,SLB-93322,Acropora variolosa,1159122.3,959098.8,602170.0818668712,62.785,IUCN,82.744,1533088.1,610895.381879499,52.703,AM,75.607
133349,URM-Cn-6044,Porites compressa,8089581.7,166888.7,144838.63161500054,86.788,IUCN,2.063,587095.8,158883.33092129714,27.063,IUCN,7.257
133351,URM-Cn-4967,Leptoseris mycetoseroides,14622025.6,14968851.8,11740327.59021744,80.292,AM,97.683,28102327,12031420.998546867,82.283,AM,52.031
133352,URM-Cn-4754,Acropora gomezi,2516341.2,4399547.8,2219973.765771253,88.222,AM,57.195,6705696.8,2250594.6007836685,89.439,AM,37.525
133359,URM-Cn-4783,Acropora microclados,10857516.2,10713665.2,7382795.386839359,68.91,IUCN,98.675,18492281.1,7567056.2120984495,69.694,AM,58.714
133360,URM-Cn-4979,Pavona bipartita,7434044.1,9505116.3,5119372.15060706,68.864,AM,78.211,19144483.3,5329935.078246879,71.696,AM,38.831
133365,URM-Cn-5574,Goniastrea edwardsi,6422700.8,13913697.7,5656344.8600260755,88.068,AM,46.161,25325807.9,5858269.691004729,91.212,AM,25.36
133366,URM-Cn-5851,Acanthastrea lordhowensis,12148609.1,10681216.9,8341445.233614489,78.095,IUCN,87.921,16676261.8,8468192.077297058,69.705,AM,72.85
133370,SLB-158808,Porites profundus,3978884.3,2551664.4,1376207.590028089,53.934,IUCN,64.13,5682131.6,1412899.5743923679,35.51,AM,70.025
133371,URM-Cn-5757,Fungia distorta,8056901.6,13000101.5,6942180.462617246,86.164,AM,61.976,25527186.4,7142513.949847712,88.651,AM,31.562
133372,URM-Cn-5791,Polyphyllia novaehiberniae,2894418.3,2260296.6,1408734.7133531848,62.325,IUCN,78.092,7356238.7,1502592.3218599777,51.913,AM,39.346
133375,URM-Cn-4888,Montipora corbettensis,7687268.8,7071902.6,5565926.891666592,78.705,IUCN,91.995,13685605.3,5721327.610466872,74.426,AM,56.17
133376,URM-Cn-5850,Acanthastrea ishigakiensis,12631440.5,8854512.7,7277551.39083439,82.19,IUCN,70.099,18620325.7,7500380.237634703,59.379,AM,67.837
133377,URM-Cn-5518,Diploria clivosa,1871865.2,1990523,1589953.032403115,84.94,AM,94.039,3320514.4,1613299.3645226036,86.187,AM,56.373
133379,SLB-93515,Acropora convexa,3383985.6,4171410.6,2751665.4336975687,81.314,AM,81.123,6140179.4,2767000.973111815,81.768,AM,55.112
133381,URM-Cn-4726,Acropora cervicornis,1472727.8,2024447.5,1384956.9333919035,94.04,AM,72.747,3342229.6,1399613.8237545267,95.035,AM,44.064
133386,SLB-62731,Acanthastrea rotundoflora,11423294.1,9224297.5,6917383.562279505,74.991,IUCN,80.75,15303909.1,7082791.307351795,62.003,AM,74.643
133387,SLB-93466,Acropora globiceps,7178272.2,6939834.4,4749745.054470071,68.442,IUCN,96.678,15764822.4,4925831.409047751,68.621,AM,45.533
133392,URM-Cn-5543,Favia laxa,11285903.2,12296410.2,8660696.66586809,76.739,AM,91.782,19181489.8,8826082.356618775,78.204,AM,58.837
133393,URM-Cn-4842,Acropora teres,8658104.6,6338371.5,4566882.008175581,72.051,IUCN,73.207,11530765.5,4672155.137639126,53.963,AM,75.087
133395,URM-Cn-6073,Porites porites,2959806.1,2870785.1,1844065.3582728563,64.236,IUCN,96.992,4807270.9,1861669.7718838502,62.898,AM,61.569
133396,URM-Cn-4737,Acropora desalwii,2970144,5278412.9,2656587.4993790076,89.443,AM,56.27,8403044.1,2717936.9853289686,91.509,AM,35.346
133398,URM-Cn-4994,Pavona varians,16262006.6,15744300.2,13315108.497249085,84.571,IUCN,96.816,29698165,13689972.673503345,84.184,AM,54.758
133400,URM-Cn-5815,Eusmilia fastigiata,2095556.8,2019191.9,1666550.8551728346,82.536,IUCN,96.356,3354896.9,1689897.1872923232,80.642,AM,62.463
133401,URM-Cn-4759,Acropora hoeksemai,3506476.6,4503583.1,2756116.950367194,78.601,AM,77.86,6916504.3,2792866.4439951265,79.649,AM,50.697
133402,URM-Cn-4833,Acropora squarrosa,2171481.5,1932990.7,1539872.553630384,79.663,IUCN,89.017,3962126.7,1560306.4743441092,71.854,AM,54.806
133403,URM-Cn-5476,Turbinaria stellulata,6236825.8,13522148.4,5504456.509638416,88.257,AM,46.123,23944947.8,5700549.577710498,91.401,AM,26.047
133405,SLB-62382,Caulastrea tumida,8732604.4,11093741.3,7273240.907422445,83.288,AM,78.716,17231675.5,7418636.091494962,84.953,AM,50.678
133406,URM-Cn-6137,Psammocora haimeana,12366131.2,14689523.6,10447662.151671583,84.486,AM,84.183,27561073.4,10679343.747314211,86.36,AM,44.868
133407,SLB-189370,Pocillopora eydouxi,129779875,15045270.8,14406189.526077228,95.752,IUCN,11.593,28959959,27722507.11856847,95.727,IUCN,22.315
133408,URM-Cn-6130,Coscinaraea wellsi,8052665.6,10700042.5,6050959.503626749,75.142,AM,75.258,20651429.6,6244967.982889676,77.552,AM,38.993
133409,URM-Cn-4948,Montipora verruculosus,3728935.2,5535906,3108060.7307114084,83.35,AM,67.359,8551432.9,3144898.0896357056,84.338,AM,43.606
133410,URM-Cn-4978,Pachyseris speciosa,13297048.4,13913926.6,10860352.150207017,81.675,AM,95.566,26642544.7,11128187.239892269,83.689,AM,49.909
133412,URM-Cn-5816,Gyrosmilia interrupta,2503111.2,1547106.7,1257993.765919842,81.313,IUCN,61.807,3153070.2,1278538.1798011002,51.078,AM,79.386
133414,URM-Cn-5578,Goniastrea pectinata,6185208.2,14445314.1,5519634.711823435,89.239,AM,42.818,27167556.2,5697702.20827717,92.118,AM,22.767
133415,URM-Cn-4859,Anacropora puertogalerae,8155007.9,7564767,5711734.418539627,75.504,IUCN,92.762,15287872.9,5892631.56501522,72.258,AM,53.343
133416,URM-Cn-4886,Montipora circumvallata,815971,921868.1,622243.7801162091,76.258,AM,88.513,1488997.1,628029.3624580131,76.967,AM,54.8
133417,SLB-62381,Caulastrea furcata,11768652.8,9378688.3,7627068.067484668,81.323,IUCN,79.692,19324852.1,7862303.694453541,66.807,AM,60.899
133419,URM-Cn-5871,Lobophyllia hemprichii,12935541.9,14112424.4,10513214.252517236,81.274,AM,91.661,26665477.8,10771915.22676625,83.274,AM,48.51
133420,URM-Cn-4906,Montipora grisea,11498560.9,11423801.2,8244898.977698673,72.173,IUCN,99.35,21469907.4,8459104.493438857,73.567,AM,53.557
133422,URM-Cn-4884,Montipora capricornis,11910168.1,9014619.1,6707896.64691314,74.411,IUCN,75.688,15959945.2,6891703.087361905,57.864,AM,74.625
133423,URM-Cn-5764,Fungia horrida,5225195.9,13054241.3,4499659.370040848,86.115,AM,40.027,24915147.6,4672278.24505258,89.418,AM,20.972
133428,URM-Cn-6122,Coscinaraea columna,14492324,14773208.9,11806375.595075224,81.466,AM,98.099,27608274.8,12080170.306995243,83.356,AM,52.493
133429,URM-Cn-5526,Echinopora horrida,5908504.9,9638104.6,4741507.956085107,80.249,AM,61.304,16525016.5,4896274.573932451,82.868,AM,35.755
133432,URM-Cn-4832,Acropora spicifera,9737908.2,8623895.6,6558087.382428764,76.046,IUCN,88.56,15886456.3,6749593.467241458,69.313,AM,61.297
133433,URM-Cn-4889,Montipora crassituberculata,9346950.2,10413261,7469993.707423311,79.919,AM,89.76,17786489,7637137.767170924,81.707,AM,52.551
133435,URM-Cn-5988,Seriatopora dendritica,4306999.2,5369277.4,3313527.0866233003,76.934,AM,80.216,8898427.8,3359564.547270323,78.002,AM,48.402
133437,URM-Cn-5765,Fungia moluccensis,6737668.6,10151209.9,4689921.955811847,69.607,AM,66.373,18954801.1,4853154.69845652,72.03,AM,35.546
133439,SLB-61834,Agaricia tenuifolia,2285969.3,1028635.6,881142.6662307518,85.661,IUCN,44.998,1770639.9,1318026.4931203367,74.438,IUCN,77.457
133440,URM-Cn-5614,Platygyra pini,6250828.4,13536906,5752853.77906557,92.033,AM,46.176,25200263.3,5954778.610044224,95.264,AM,24.805
133442,URM-Cn-5948,Oxypora lacera,6595164.5,13900883.8,5574488.006579878,84.524,AM,47.444,24872735.5,5758416.716247428,87.313,AM,26.516
133443,URM-Cn-4879,Montipora australiensis,11768082.1,9275449.9,7045876.326289319,75.963,IUCN,78.819,17126319,7198926.454002058,61.173,AM,68.713
133444,URM-Cn-5920,Oculina valenciennesi,1493880.9,424350.9,228491.38196830603,53.845,IUCN,28.406,820894.5,228491.38196830603,27.834,IUCN,54.95
133450,URM-Cn-4943,Montipora turtlensis,8316206.5,8838302,6131686.524869356,73.732,AM,94.093,12600718,6219237.954260125,74.785,AM,65.998
133451,URM-Cn-4891,Montipora danae,13746971.7,13530300.5,10785810.83811581,79.716,IUCN,98.424,25659496.1,11062646.428162806,80.473,AM,53.575
133457,URM-Cn-5877,Mussa angulosa,1639219.6,1990175.6,1420987.4358172785,86.687,AM,82.366,3292465.9,1435644.3261799014,87.581,AM,49.787
133458,URM-Cn-5823,Hydnophora microconos,10115708.3,14726821.6,8621526.217445992,85.229,AM,68.689,27303996.6,8874467.033206547,87.73,AM,37.048
133460,SLB-93100,Montipora cocosensis,10243661.7,5202042.2,4006887.723132402,77.025,IUCN,50.783,8192260.2,4081943.834304838,49.827,IUCN,79.974
133468,URM-Cn-5612,Platygyra daedalea,13096659.1,15751307.1,11410459.388955073,87.125,AM,83.146,28674514.3,11660561.093998762,89.035,AM,45.674
133470,SLB-158790,Micromussa amakusensis,10851304.7,8532607.3,6491411.442655386,76.078,IUCN,78.632,16058692.1,6651646.732929717,61.298,AM,67.573
133474,URM-Cn-5891,Symphyllia agaricia,13214286,13419311.2,10750639.629701102,81.356,AM,98.472,23330502.4,10988402.467407886,83.155,AM,56.64
133476,SLB-61883,Madracis asperula,2687153.2,900002.2,307455.1470594047,34.162,IUCN,33.493,1632136.8,316232.6020803804,19.375,IUCN,60.739
133478,URM-Cn-5821,Hydnophora exesa,9876921.6,15179095.6,8918693.68465464,90.298,AM,65.069,26812296.7,9141778.89268646,92.557,AM,36.837
133479,URM-Cn-4762,Acropora hyacinthus,12106214.7,13972957,9741559.677804397,80.467,AM,86.64,26331298.7,9982728.429632097,82.46,AM,45.977
133481,URM-Cn-4727,Acropora chesterfieldensis,2923997.4,3038784.4,2177918.989455713,74.484,AM,96.223,8608892.7,2296137.908856536,78.527,AM,33.965
133483,URM-Cn-4787,Acropora mirabilis,10044446.6,7437303.2,5628594.454188468,75.681,IUCN,74.044,12267307.6,5752909.719525338,57.275,AM,81.88
133484,SLB-158735,Anomastraea irregularis,2299966.4,2384692.6,1804941.427715463,78.477,AM,96.447,4463658.4,1813942.7356302412,78.868,AM,51.526
133485,SLB-93759,Astreopora randalli,8633536.5,7248541.6,5564703.6395756835,76.77,IUCN,83.958,16259617.6,5752652.349393684,66.631,AM,53.098
133488,SLB-62813,Pectinia africanus,952105.1,1141511.3,836742.7940206717,87.883,AM,83.407,2718347.2,848796.9304108245,89.149,AM,35.025
133489,URM-Cn-4892,Montipora delicatula,3337233,4852646.8,2780915.862596845,83.33,AM,68.771,7307221.3,2799328.4089412126,83.882,AM,45.67
133492,URM-Cn-6075,Porites rus,16337735.7,13700282.2,11984672.053635612,87.478,IUCN,83.857,25228946.7,12335338.543292642,75.502,AM,64.758
133493,SLB-62496,Platygyra ryukyuensis,6715320.1,11567898.4,5411871.019377959,80.59,AM,58.051,20936581.4,5604763.328775798,83.462,AM,32.075
133494,SLB-93535,Acropora papillare,3871367.4,6480350.8,3347123.101976281,86.458,AM,59.74,9098957.8,3362458.6413905267,86.855,AM,42.547
133495,SLB-117483,Galaxea horrescens,8470952.2,9436391.2,6876688.512917169,81.18,AM,89.769,17408641.8,7091203.966782364,83.712,AM,48.659
133497,SLB-62380,Caulastrea echinulata,8256264.9,7347447.7,5645427.900841489,76.835,IUCN,88.992,11673920.5,5772859.780430095,69.921,AM,70.724
133498,URM-Cn-5473,Turbinaria peltata,9603620.7,13854932.4,8250748.317950411,85.913,AM,69.316,24536072.1,8468030.32906376,88.175,AM,39.141
133500,URM-Cn-4771,Acropora kosurini,2645086.6,2442948.8,1193450.6163956814,48.853,IUCN,92.358,3651727.4,1199529.8214227837,45.349,AM,72.434
133502,URM-Cn-6142,Psammocora superficialis,14883064.8,15198410.3,11803828.11927713,79.31,AM,97.925,29050150.9,12076627.139004007,81.143,AM,51.232
133504,URM-Cn-6055,Porites furcata,2093122.7,2116473.7,1572664.6776498975,75.135,AM,98.897,3467651.3,1587321.5680125207,75.835,AM,60.361
133509,URM-Cn-5789,Podabacia motuporensis,4815578.7,9432568.5,4199716.971538684,87.211,AM,51.053,17382053.7,4367145.315590075,90.688,AM,27.704
133511,URM-Cn-5916,Oculina patagonica,1369547.6,1610130.2,1323482.345928832,96.636,AM,85.058,2503985.8,1340744.5841053706,97.897,AM,54.695
133513,URM-Cn-4712,Acropora anthocercis,11366419.6,11851458.6,8183871.686797034,72,AM,95.907,19926438.8,8370384.815089187,73.641,AM,57.042
133516,URM-Cn-5556,Favia truncatus,10441379.8,10696879.5,8063057.019623524,77.222,AM,97.611,17299186.8,8226427.96433407,78.787,AM,60.358
133521,URM-Cn-5006,Stephanocoenia intersepta,5557789.2,2129797,1841112.8110712452,86.445,IUCN,38.321,3527875.8,1867196.807872088,52.927,IUCN,63.476
133522,URM-Cn-4959,Helioseris cucullata,2339933.5,2110915.3,1645673.737844073,77.96,IUCN,90.213,3462092.9,1663068.29288805,71.073,AM,67.587
133525,URM-Cn-4920,Montipora monasteriata,14549078.2,14364926.3,12054124.409249943,83.914,IUCN,98.734,25564172,12315752.642222812,84.65,AM,56.912
133527,URM-Cn-5879,Mussismilia harttii,260656,534316.7,236640.98261091867,90.787,AM,48.783,688544.6,236640.98261091867,90.787,AM,37.856
133528,URM-Cn-5859,Blastomussa merleti,12635962.8,12368940.5,10078596.468618637,81.483,IUCN,97.887,19388122,10270590.705676455,81.281,AM,65.174
133530,SLB-117551,Stylophora subseriata,12578054.3,8687371.5,7192643.429195478,82.794,IUCN,69.068,16789909.1,7362399.240032858,58.534,AM,74.914
133532,URM-Cn-4851,Acropora verweyi,12636811,12298269.5,9927162.977577759,80.72,IUCN,97.321,22201465,10159540.039914109,80.396,AM,56.919
133534,URM-Cn-5986,Pocillopora zelli,2159967.3,1853894,1237650.7955588053,66.76,IUCN,85.83,5481286.9,1335674.1414144442,61.838,AM,39.406
133535,URM-Cn-4950,Agaricia agaricites,3665614.7,2646209.9,2102369.732893234,79.448,IUCN,72.19,4151615.3,2915161.909216678,79.527,AM,88.294
133538,SLB-62658,Herpolitha limax,6286432.4,14023555.6,5284225.593851695,84.058,AM,44.828,26502038.4,5512883.335648092,87.695,AM,23.721
133543,SLB-158796,Porites brighami,152986,166888.7,105338.95390168048,68.855,AM,91.67,587095.8,105338.95390168048,68.855,AM,26.058
133545,SLB-62704,Paraclavarina triangularis,5179362.3,6805879.6,3587189.3303565257,69.259,AM,76.101,13368834.3,3733587.4308174723,72.086,AM,38.742
133547,URM-Cn-4855,Acropora yongei,10790659.6,11231818.5,7833643.637802539,72.597,AM,96.072,19677208.6,8024082.652111641,74.361,AM,54.838
133548,URM-Cn-5007,Stylocoeniella armata,14020944.6,12505346.3,10281939.177742647,82.22,IUCN,89.19,22698673.7,10561485.44920451,75.326,AM,61.77
133551,URM-Cn-5865,Lobophyllia corymbosa,13052558.8,13887116.9,10613393.073491942,81.313,AM,93.99,25942969.7,10881074.48006463,83.364,AM,50.313
133556,URM-Cn-4935,Montipora spumosa,12713929.3,13492621.8,10088300.534776246,79.348,AM,94.229,25448232.8,10338127.588046534,81.313,AM,49.96
133557,SLB-158238,Acanthastrea brevis,9611389.3,7932334.2,5934302.044495838,74.812,IUCN,82.531,14313208,6070702.299319691,63.162,AM,67.15
133560,URM-Cn-5577,Goniastrea palauensis,11841030,12146464.2,9432519.688656142,79.66,AM,97.485,22371381.3,9641625.413176678,81.426,AM,52.929
133563,URM-Cn-4927,Montipora peltiformis,13404608.1,12298742.4,10384830.985441066,84.438,IUCN,91.75,21870535.7,10632750.457215762,79.322,AM,61.291
133564,URM-Cn-5863,Isophyllastrea rigida,1220564.9,1994186.6,1045038.1739642874,85.619,AM,61.206,3327084.3,1050868.1057368922,86.097,AM,36.686
133566,URM-Cn-5886,Scolymia australis,5910677.2,7041849.8,3339594.4694845574,56.501,AM,83.936,11288944.1,3445761.8209564886,58.297,AM,52.358
133569,URM-Cn-5538,Favia favus,15081507.3,15565802.2,13033326.105690002,86.419,AM,96.889,28461691.4,13336585.208906464,88.43,AM,52.989
133570,URM-Cn-6140,Psammocora profundacella,14380207.9,14797462.3,11588902.484463314,80.589,AM,97.18,27393335.2,11862615.619166723,82.493,AM,52.495
133571,URM-Cn-5609,Platygyra carnosus,3813101.5,6321045.7,2831178.4112619194,74.249,AM,60.324,10310004.5,2885603.019341575,75.676,AM,36.984
133574,SLB-158797,Porites pukoensis,5877327.5,17244.5,11486.769352591678,66.611,IUCN,0.293,28740,11486.769352591678,39.968,IUCN,0.489
133575,SLB-61985,Cladocora arbuscula,2675740.9,2261897.3,1859573.9001372077,82.213,IUCN,84.533,3596682.1,1882920.2322566963,70.37,AM,74.395
133581,URM-Cn-4985,Pavona diffluens,1321229.8,1619015,1219383.3200727093,92.292,AM,81.607,2630322,1228057.1266096542,92.948,AM,50.231
133582,SLB-62826,Oxypora crassispinosa,1891394.3,7487924.8,1709012.4323807317,90.357,AM,25.259,12551617.5,1751975.0005188435,92.629,AM,15.069
133584,SLB-158799,Porites divaricata,1666799.3,2012224.5,1152276.0071927216,69.131,AM,82.834,3306939.8,1158163.248111916,69.484,AM,50.403
133587,URM-Cn-5794,Sandalolitha dentata,5743950.1,9044038,4375572.705632819,76.177,AM,63.511,19021026.8,4570290.647795381,79.567,AM,30.198
133589,URM-Cn-6136,Psammocora explanulata,11368502.2,11593202,8172236.106423577,71.885,AM,98.062,22388109.7,8407860.069917457,73.958,AM,50.779
133590,URM-Cn-6147,Siderastrea savignyana,10971471.1,8011118.6,5976560.595717068,74.603,IUCN,73.018,15178244,6067314.324769239,55.301,AM,72.284
133591,URM-Cn-5864,Isophyllia sinuosa,1220564.9,1991121.6,1047811.6155948819,85.846,AM,61.3,3321113.1,1053641.5473674869,86.324,AM,36.752
133592,URM-Cn-4747,Acropora exquisita,7398198.7,9477359.7,6156959.363640549,83.222,AM,78.062,16412909.8,6342076.176262545,85.725,AM,45.075
133595,W-Hyd-210730,Millepora platyphylla,12507879.7,14293448.3,9193476.727795737,73.501,AM,87.508,27126890.9,9402224.848065434,75.17,AM,46.109
133597,URM-Cn-5746,Cantharellus doederleini,1929694.9,874499.8,559486.0110149619,63.978,IUCN,45.318,1316408.5,576676.1474385852,43.807,IUCN,68.218
133599,URM-Cn-4944,Montipora undata,11763470.1,12271102.6,9163102.230195604,77.895,AM,95.863,21734569.6,9368462.359553164,79.64,AM,54.123
133604,URM-Cn-4713,Acropora arabensis,2179691.5,548496.8,388292.06775530434,70.792,IUCN,25.164,683424.5,388292.06775530434,56.816,IUCN,31.354
133606,URM-Cn-5895,Symphyllia recta,12407498.3,13134740.8,10442577.480390921,84.163,AM,94.463,23665248.7,10669063.075550204,85.989,AM,52.429
